order_id,customer_id,order_date,product_category,product_name,quantity,unit_price,discount_percent,subtotal,shipping_cost,tax_amount,total_amount,payment_method,order_status,shipping_method,order_channel,coupon_code,estimated_delivery_days,customer_rating,return_reason
2132642,611363,2024-12-28,Clothing,Baseball Cap,1,118.2,0,118.2,0.0,7.09,125.29,Apple Pay,Delivered,Standard,Website,,7,,
7171442,292941,2024-12-28,Grocery,Sparkling Water Case,8,11.28,15,76.7,0.0,4.6,81.3,Credit Card,Delivered,Standard,Mobile App,FLASH30,7,,
9802698,157373,2024-12-28,Clothing,Men's Denim Jacket,2,24.12,0,48.24,5.99,2.89,57.12,Google Pay,Processing,Standard,Website,,7,,
4189188,974063,2024-12-28,Clothing,Cotton T-Shirt,2,117.83,20,188.53,0.0,11.31,199.84,Credit Card,Delivered,Standard,Website,HOLIDAY25,7,4.0,
2079318,745022,2024-12-28,Home & Kitchen,Vacuum Cleaner,1,187.87,5,178.48,12.99,17.85,209.32,PayPal,Delivered,Express,Website,FLASH30,3,5.0,
1119818,245011,2024-12-28,Electronics,Smartphone Case,3,333.09,20,799.42,0.0,159.88,959.3,Apple Pay,Shipped,Standard,Website,SUMMER10,7,,
3119420,660873,2024-12-28,Electronics,Streaming Media Player,1,396.07,0,396.07,0.0,32.68,428.75,Debit Card,Delivered,Standard,Marketplace,,7,5.0,
9928320,714776,2024-12-28,Electronics,Laptop Stand,1,429.85,20,343.88,12.99,28.37,385.24,Credit Card,Delivered,Express,Website,VIP15,3,2.0,
7000572,971490,2024-12-29,Sports & Outdoors,Fitness Tracker Watch,1,63.04,30,44.13,0.0,3.64,47.77,Debit Card,Delivered,Free Pickup,Mobile App,FREESHIP,0,4.0,
8447737,806683,2024-12-29,Electronics,Portable Charger,4,443.28,0,1773.12,0.0,146.28,1919.4,Google Pay,Delivered,Standard,Website,,7,4.0,
6014946,279737,2024-12-29,Grocery,Pasta Variety Pack,3,21.66,15,55.23,5.99,4.56,65.78,PayPal,Cancelled,Standard,Website,FLASH30,7,,
2144885,490092,2024-12-29,Books,Graphic Novel,1,11.36,15,9.66,5.99,0.58,16.23,Credit Card,Delivered,Standard,Website,VIP15,7,5.0,
2110862,744635,2024-12-29,Electronics,Noise-Cancelling Headphones,2,767.42,0,1534.84,0.0,92.09,1626.93,Credit Card,Delivered,Standard,Marketplace,,7,2.0,
1087794,931819,2024-12-29,Books,Science Fiction Epic,1,37.56,10,33.8,27.99,6.76,68.55,PayPal,Delivered,Next-Day,Website,FREESHIP,1,4.0,
5339178,686576,2024-12-29,Sports & Outdoors,Fishing Rod,1,278.57,20,222.86,0.0,22.29,245.15,PayPal,Delivered,Standard,Website,WELCOME10,7,5.0,
3104149,209578,2024-12-29,Home & Kitchen,Stand Mixer,2,118.72,15,201.82,0.0,12.61,214.43,Gift Card,Delivered,Free Pickup,Marketplace,FREESHIP,0,5.0,
5518649,670233,2024-12-29,Clothing,Wool Sweater,4,78.98,10,284.33,0.0,17.06,301.39,Google Pay,Delivered,Standard,Marketplace,VIP15,7,4.0,
4427332,249284,2024-12-29,Clothing,Rain Jacket,1,67.35,25,50.51,5.99,10.1,66.6,PayPal,Delivered,Standard,Mobile App,SUMMER10,7,,
7868337,709428,2024-12-30,Office Supplies,Desk Organizer,4,101.49,0,405.96,24.99,25.37,456.32,Debit Card,Delivered,Next-Day,Marketplace,,1,2.0,
4444707,515463,2024-12-30,Books,Personal Finance 101,3,9.93,0,29.79,5.99,1.79,37.57,Gift Card,Delivered,Standard,Website,,7,,
5271718,568632,2024-12-30,Clothing,Running Shoes,5,25.41,20,101.64,0.0,0.0,101.64,Google Pay,Delivered,Standard,Website,SUMMER10,7,4.0,
3830671,660873,2024-12-30,Home & Kitchen,Vacuum Cleaner,1,77.16,0,77.16,0.0,7.72,84.88,PayPal,Delivered,Standard,Website,,7,2.0,
8716117,360723,2024-12-30,Home & Kitchen,Cotton Bed Sheets,1,123.13,30,86.19,0.0,5.17,91.36,Apple Pay,Delivered,Standard,Website,FREESHIP,7,3.0,
8183773,954194,2024-12-30,Sports & Outdoors,Mountain Bike Helmet,3,112.62,0,337.86,24.99,20.27,383.12,Apple Pay,Delivered,Next-Day,Mobile App,,1,4.0,
8623499,963639,2024-12-30,Books,Self-Help Guide,4,21.2,5,80.56,0.0,4.83,85.39,Credit Card,Cancelled,Standard,Mobile App,HOLIDAY25,7,,
9850349,724434,2024-12-30,Electronics,Laptop Stand,1,217.43,0,217.43,0.0,17.94,235.37,PayPal,Delivered,Standard,Website,,7,3.0,
3646619,160837,2024-12-30,Grocery,Granola Cereal,2,34.09,0,68.18,5.99,5.62,79.79,Debit Card,Cancelled,Standard,Website,,7,,
1474163,249284,2024-12-30,Beauty & Personal Care,Sunscreen SPF50,3,8.96,25,20.16,5.99,1.21,27.36,Debit Card,Delivered,Standard,Mobile App,VIP15,7,4.0,
4080775,941827,2024-12-30,Toys & Games,Board Game Classic,3,11.09,15,28.28,5.99,2.26,36.53,Debit Card,Delivered,Standard,Mobile App,SAVE20,7,5.0,
6975767,702122,2024-12-30,Books,Children's Picture Book,3,16.76,0,50.28,5.99,3.02,59.29,Credit Card,Delivered,Standard,Website,,7,5.0,
4431273,999753,2024-12-30,Toys & Games,Doll House,4,9.13,0,36.52,5.99,3.01,45.52,Gift Card,Delivered,Standard,Website,,7,5.0,
2797912,557252,2024-12-30,Grocery,Honey Jar,7,10.29,20,57.62,5.99,3.46,67.07,Debit Card,Delivered,Standard,Mobile App,WELCOME10,7,,
9166297,982079,2024-12-30,Office Supplies,Notebook Set,1,88.86,0,88.86,0.0,7.33,96.19,Credit Card,Delivered,Free Pickup,Website,,0,,
2301420,868822,2024-12-30,Beauty & Personal Care,Facial Moisturizer,2,10.83,5,20.58,5.99,1.23,27.8,Credit Card,Delivered,Standard,Mobile App,WELCOME10,7,2.0,
8691421,591396,2024-12-30,Home & Kitchen,Non-Stick Frying Pan,1,36.22,5,34.41,5.99,2.84,43.24,PayPal,Delivered,Standard,Mobile App,FLASH30,7,5.0,
5148828,463607,2024-12-30,Clothing,Women's Yoga Pants,3,89.62,30,188.2,0.0,11.76,199.96,Credit Card,Delivered,Standard,Mobile App,HOLIDAY25,7,,
5061449,600859,2024-12-30,Books,Cookbook: Weeknight Dinners,4,41.6,0,166.4,0.0,9.98,176.38,Credit Card,Shipped,Standard,Website,,7,,
9666412,539241,2024-12-31,Office Supplies,Label Maker,4,30.79,10,110.84,0.0,0.0,110.84,PayPal,Returned,Standard,Website,FREESHIP,7,,Better Price Found
5763515,821214,2024-12-31,Clothing,Winter Parka,1,43.45,30,30.42,5.99,3.95,40.36,Gift Card,Delivered,Standard,Marketplace,SUMMER10,7,,
6721048,185153,2024-12-31,Clothing,Women's Yoga Pants,4,38.66,20,123.71,0.0,10.21,133.92,Apple Pay,Delivered,Standard,Mobile App,HOLIDAY25,7,1.0,
1483596,806986,2024-12-31,Office Supplies,Desk Organizer,1,42.32,20,33.86,5.99,6.77,46.62,PayPal,Returned,,Mobile App,SUMMER10,7,,Changed Mind
4347243,771645,2024-12-31,Sports & Outdoors,Resistance Bands Set,1,39.83,25,29.87,5.99,1.87,37.73,PayPal,Delivered,Standard,Mobile App,WELCOME10,7,4.0,
2673887,263224,2024-12-31,Clothing,Winter Parka,3,82.68,10,223.24,0.0,18.42,241.66,Credit Card,Delivered,Standard,Mobile App,HOLIDAY25,7,5.0,
9371382,597561,2024-12-31,Office Supplies,Whiteboard,2,85.11,0,170.22,12.99,0.0,183.21,Credit Card,Delivered,Express,Website,,3,5.0,
3023103,600859,2024-12-31,Electronics,Wireless Mouse,1,626.11,0,626.11,12.99,40.7,679.8,Credit Card,Delivered,Express,Website,,3,5.0,
8710045,329012,2024-12-31,Home & Kitchen,Stand Mixer,3,53.34,0,160.02,12.99,13.2,186.21,PayPal,Delivered,Express,Website,,3,5.0,
2101957,995659,2024-12-31,Beauty & Personal Care,Makeup Palette,1,8.33,0,8.33,5.99,0.5,14.82,Credit Card,Delivered,Standard,Website,,7,3.0,
7627753,831901,2024-12-31,Home & Kitchen,Vacuum Cleaner,1,119.5,0,119.5,12.99,11.95,144.44,PayPal,Processing,Express,Website,,3,,
4437290,198172,2025-01-01,Grocery,Organic Coffee Beans,4,11.3,10,40.68,27.99,5.29,73.96,Credit Card,Delivered,Next-Day,Website,FREESHIP,1,5.0,
6736426,622527,2025-01-01,Clothing,Men's Denim Jacket,3,65.92,0,197.76,0.0,25.71,223.47,Debit Card,Delivered,Standard,Marketplace,,7,5.0,
3738840,687100,2025-01-01,Home & Kitchen,Ceramic Dinnerware Set,1,42.86,0,42.86,27.99,3.43,74.28,Debit Card,Delivered,Next-Day,Website,,1,3.0,
6201277,515463,2025-01-01,Clothing,Wool Sweater,2,18.57,30,26.0,5.99,1.62,33.61,Debit Card,Delivered,Standard,Mobile App,HOLIDAY25,7,4.0,
8765895,964937,2025-01-01,Grocery,Protein Bar Box,1,11.73,0,11.73,5.99,0.7,18.42,Apple Pay,Delivered,Standard,Website,,7,,
6469782,698930,2025-01-01,Toys & Games,Card Game Deck,3,19.8,0,59.4,5.99,4.75,70.14,Debit Card,Returned,Standard,Mobile App,,7,,Defective Item
1892395,321653,2025-01-01,Electronics,Smartphone Case,1,180.86,0,180.86,24.99,14.92,220.77,Credit Card,Delivered,Next-Day,Website,,1,,
4350072,488554,2025-01-01,Electronics,Wireless Earbuds,2,173.51,0,347.02,0.0,45.11,392.13,Debit Card,Returned,Standard,Marketplace,,7,,Arrived Late
1263153,195758,2025-01-01,Sports & Outdoors,Resistance Bands Set,2,50.56,0,101.12,0.0,6.07,107.19,Credit Card,Delivered,Standard,Website,,7,,
7191503,202299,2025-01-01,Grocery,Sparkling Water Case,1,25.1,30,17.57,5.99,1.05,24.61,PayPal,Delivered,Standard,Marketplace,HOLIDAY25,7,4.0,
2341921,255798,2025-01-02,Beauty & Personal Care,Perfume,1,55.9,0,55.9,5.99,3.35,65.24,PayPal,Returned,Standard,Website,,7,,Not as Described
5827796,216367,2025-01-02,Toys & Games,Plush Teddy Bear,3,45.7,0,137.1,0.0,8.23,145.33,PayPal,Delivered,Standard,Website,,7,3.0,
6377828,529908,2025-01-02,Home & Kitchen,Coffee Maker,1,105.29,0,105.29,24.99,8.42,138.7,Debit Card,Cancelled,Next-Day,Mobile App,,1,,
2948438,359971,2025-01-02,Beauty & Personal Care,Vitamin C Serum,1,33.98,0,33.98,5.99,2.04,42.01,Credit Card,Processing,Standard,Website,,7,,
7204067,525803,2025-01-02,Grocery,Pasta Variety Pack,1,5.72,30,4.0,5.99,0.33,10.32,PayPal,Cancelled,Standard,Website,VIP15,7,,
2607015,914136,2025-01-03,Electronics,Streaming Media Player,2,958.35,0,1916.7,0.0,158.13,2074.83,Google Pay,Delivered,Standard,Website,,7,,
1880840,861511,2025-01-03,Clothing,Slim Fit Jeans,1,76.93,0,76.93,24.99,15.39,117.31,Credit Card,Cancelled,Next-Day,Mobile App,,1,,
6739150,659264,2025-01-03,Clothing,Winter Parka,2,67.06,0,134.12,0.0,8.05,142.17,Gift Card,Delivered,Standard,Website,,7,4.0,
2299298,813189,2025-01-04,Grocery,Sparkling Water Case,3,18.63,10,50.3,5.99,3.02,59.31,Credit Card,Delivered,Standard,Mobile App,SUMMER10,7,4.0,
6611444,663408,2025-01-04,Toys & Games,Remote Control Car,1,21.99,20,17.59,5.99,1.1,24.68,Credit Card,Delivered,Standard,Website,SUMMER10,7,,
3385803,206905,2025-01-04,Grocery,Pasta Variety Pack,2,23.54,30,32.96,27.99,2.72,63.67,Credit Card,Delivered,Next-Day,Website,SUMMER10,1,4.0,
9480596,357643,2025-01-04,Electronics,4K Smart TV,1,400.12,0,400.12,0.0,25.01,425.13,Debit Card,Delivered,Standard,Website,,7,5.0,
1967777,854070,2025-01-04,Home & Kitchen,Stand Mixer,1,288.35,20,230.68,12.99,46.14,289.81,Apple Pay,Delivered,Express,Website,SAVE20,3,,
2959152,639465,2025-01-05,Toys & Games,Remote Control Car,1,11.5,0,11.5,0.0,0.95,12.45,Debit Card,Delivered,Free Pickup,Mobile App,,0,4.0,
8098877,808680,2025-01-05,Grocery,Sparkling Water Case,1,36.84,5,35.0,5.99,2.8,43.79,Credit Card,Delivered,Standard,Website,FREESHIP,7,,
4393304,645986,2025-01-05,Grocery,Mixed Nuts Pack,7,16.99,0,118.93,12.99,7.14,139.06,Apple Pay,Delivered,Express,Mobile App,,3,5.0,
6530394,238180,2025-01-06,Electronics,Wireless Earbuds,1,280.01,0,280.01,0.0,17.5,297.51,Google Pay,Delivered,Free Pickup,Mobile App,,0,5.0,
2677587,175901,2025-01-06,Grocery,Dark Chocolate Bar,1,22.18,0,22.18,5.99,1.33,29.5,PayPal,Delivered,Standard,Website,,7,,
6224781,385326,2025-01-06,Sports & Outdoors,Insulated Water Bottle,2,89.7,0,179.4,12.99,10.76,203.15,Credit Card,Delivered,Express,Website,,3,5.0,
4147861,622527,2025-01-06,Clothing,Summer Dress,1,79.6,0,79.6,0.0,4.78,84.38,Debit Card,Delivered,Standard,Website,,7,4.0,
7291131,700975,2025-01-06,Electronics,Laptop Stand,1,81.0,0,81.0,12.99,16.2,110.19,PayPal,Delivered,Express,Website,,3,,
3736209,826888,2025-01-07,Clothing,Baseball Cap,1,27.37,0,27.37,0.0,2.26,29.63,Gift Card,Delivered,Free Pickup,Website,,0,3.0,
3613647,716918,2025-01-07,Grocery,Dark Chocolate Bar,2,44.86,0,89.72,0.0,17.94,107.66,Apple Pay,Delivered,Standard,Website,,7,4.0,
8438304,446431,2025-01-07,Toys & Games,Outdoor Water Blaster,1,110.0,0,110.0,0.0,22.0,132.0,Debit Card,Delivered,Standard,Mobile App,,7,3.0,
8960200,379104,2025-01-08,Grocery,Granola Cereal,2,32.53,0,65.06,5.99,8.46,79.51,PayPal,Cancelled,Standard,Mobile App,,7,,
7649782,369772,2025-01-08,Electronics,Streaming Media Player,1,169.33,0,169.33,12.99,10.16,192.48,Credit Card,Delivered,Express,Website,,3,,
5801935,714776,2025-01-08,Office Supplies,Ergonomic Office Chair,4,109.96,0,439.84,0.0,87.97,527.81,Credit Card,Shipped,Standard,Website,,7,,
8164264,590305,2025-01-08,Books,Personal Finance 101,1,20.58,0,20.58,14.99,1.23,36.8,,Delivered,Express,Website,,3,,
3672499,181380,2025-01-08,Clothing,Winter Parka,2,55.44,0,110.88,0.0,7.21,118.09,Credit Card,Delivered,Free Pickup,Website,,0,5.0,
5863571,768338,2025-01-08,Home & Kitchen,Stand Mixer,2,112.65,0,225.3,0.0,13.52,238.82,PayPal,Delivered,Standard,Website,,7,3.0,
4562879,815371,2025-01-09,Clothing,Slim Fit Jeans,1,142.12,20,113.7,0.0,6.82,120.52,Credit Card,Delivered,Standard,Mobile App,WELCOME10,7,4.0,
9160863,924384,2025-01-09,Office Supplies,Desk Organizer,4,66.83,15,227.22,0.0,45.44,272.66,Apple Pay,Delivered,Standard,Website,HOLIDAY25,7,2.0,
6868405,976980,2025-01-09,Home & Kitchen,Cotton Bed Sheets,1,97.34,0,97.34,0.0,12.65,109.99,Credit Card,Delivered,Standard,Mobile App,,7,5.0,
9344447,974063,2025-01-09,Electronics,Portable Charger,1,251.26,0,251.26,12.99,20.73,284.98,Credit Card,Cancelled,Express,Marketplace,,3,,
2655457,549078,2025-01-09,Sports & Outdoors,Basketball,1,60.82,0,60.82,14.99,5.02,80.83,Credit Card,Delivered,Express,Website,,3,,
4642796,650325,2025-01-10,Electronics,4K Smart TV,1,143.27,0,143.27,24.99,8.95,177.21,Debit Card,Delivered,Next-Day,Website,,1,5.0,
7689778,254111,2025-01-10,Clothing,Running Shoes,1,84.93,0,84.93,0.0,5.1,90.03,Google Pay,Delivered,Standard,Mobile App,,7,4.0,
6440467,672388,2025-01-10,Clothing,Summer Dress,3,173.41,0,520.23,12.99,32.51,565.73,Credit Card,Delivered,Express,Website,,3,,
2194742,696858,2025-01-11,Clothing,Wool Sweater,3,62.45,10,168.62,0.0,13.91,182.53,Credit Card,Cancelled,Standard,Website,VIP15,7,,
5061450,218562,2025-01-11,Clothing,Running Shoes,1,74.95,0,74.95,5.99,9.74,90.68,PayPal,Returned,Standard,Website,,7,,Arrived Late
5602171,352288,2025-01-11,Electronics,Smartphone Case,1,355.9,0,355.9,0.0,46.27,402.17,Gift Card,Delivered,Standard,Website,,7,,
3540191,712536,2025-01-11,Electronics,Smartphone Case,2,204.99,0,409.98,0.0,24.6,434.58,Credit Card,Delivered,Standard,Mobile App,,7,5.0,
7139227,717194,2025-01-11,Electronics,Wireless Mouse,1,444.85,0,444.85,0.0,26.69,471.54,Debit Card,Delivered,Standard,Mobile App,,7,4.0,
1023847,512617,2025-01-11,Beauty & Personal Care,Vitamin C Serum,1,18.59,0,18.59,27.99,1.16,47.74,Debit Card,Delivered,Next-Day,Website,,1,,
4181635,848713,2025-01-11,Home & Kitchen,Coffee Maker,2,261.3,0,522.6,12.99,31.36,566.95,Debit Card,Delivered,Express,Website,,3,5.0,
1144859,697324,2025-01-11,Home & Kitchen,Stand Mixer,1,28.38,0,28.38,5.99,2.34,36.71,Credit Card,Delivered,Standard,Website,,7,,
5113176,359971,2025-01-12,Electronics,Streaming Media Player,1,193.94,25,145.45,24.99,12.0,182.44,PayPal,Delivered,Next-Day,Website,FLASH30,1,,
8272488,931819,2025-01-12,Clothing,Slim Fit Jeans,1,25.29,0,25.29,5.99,2.09,33.37,Google Pay,Delivered,Standard,Website,,7,5.0,
1017888,371751,2025-01-12,Home & Kitchen,Non-Stick Frying Pan,2,104.43,0,208.86,0.0,17.23,226.09,Credit Card,Delivered,Standard,Website,,7,4.0,
2902137,965874,2025-01-13,Office Supplies,Label Maker,4,138.04,15,469.34,0.0,29.33,498.67,Apple Pay,Delivered,Standard,Mobile App,HOLIDAY25,7,4.0,
6592057,611363,2025-01-13,Clothing,Cotton T-Shirt,1,45.9,0,45.9,5.99,2.87,54.76,Apple Pay,Delivered,,Website,,7,,
7005494,801630,2025-01-13,Electronics,Smartphone Case,1,215.32,25,161.49,24.99,9.69,196.17,Apple Pay,Delivered,Next-Day,Website,FREESHIP,1,,
1139824,697772,2025-01-13,Electronics,Mechanical Keyboard,2,647.69,0,1295.38,12.99,106.87,1415.24,Credit Card,Delivered,Express,Website,,3,,
6945600,870294,2025-01-13,Beauty & Personal Care,Vitamin C Serum,5,29.31,15,124.57,12.99,10.28,147.84,Debit Card,Delivered,Express,Website,FREESHIP,3,,
8157062,549826,2025-01-13,Clothing,Summer Dress,2,120.33,0,240.66,0.0,19.25,259.91,Google Pay,Delivered,Standard,Website,,7,4.0,
8702469,490347,2025-01-13,Sports & Outdoors,Fishing Rod,3,107.2,0,321.6,12.99,26.53,361.12,Debit Card,Delivered,Express,Marketplace,,3,,
7185774,563213,2025-01-14,Grocery,Protein Bar Box,2,11.32,0,22.64,0.0,1.36,24.0,Credit Card,Delivered,Free Pickup,Mobile App,,0,4.0,
5124593,594225,2025-01-14,Grocery,Honey Jar,2,13.06,0,26.12,14.99,1.57,42.68,Apple Pay,Delivered,Express,Marketplace,,3,,
3951474,510515,2025-01-14,Books,Children's Picture Book,1,21.28,0,21.28,5.99,2.77,30.04,Google Pay,Delivered,Standard,Mobile App,,7,,
7649951,185555,2025-01-14,Sports & Outdoors,Basketball,1,99.5,0,99.5,0.0,6.47,105.97,PayPal,Delivered,Standard,Website,,7,5.0,
8252381,373292,2025-01-14,Office Supplies,Label Maker,2,19.41,0,38.82,14.99,2.33,56.14,Credit Card,Delivered,Express,Website,,3,1.0,
5210114,696461,2025-01-14,Electronics,Mechanical Keyboard,1,347.73,0,347.73,0.0,27.82,375.55,PayPal,Delivered,Standard,Mobile App,,7,,
5122820,210406,2025-01-14,Clothing,Women's Yoga Pants,1,42.86,0,42.86,14.99,2.57,60.42,Credit Card,Delivered,Express,Website,,3,,
2162159,870294,2025-01-14,Electronics,Bluetooth Speaker,1,591.28,0,591.28,0.0,94.6,685.88,Google Pay,Processing,Standard,Mobile App,,7,,
8580833,684370,2025-01-15,Clothing,Winter Parka,1,62.58,10,56.32,0.0,3.38,59.7,Debit Card,Returned,Free Pickup,Website,FLASH30,0,,Arrived Late
8212879,131620,2025-01-15,Home & Kitchen,Stand Mixer,1,71.44,0,71.44,5.99,9.29,86.72,PayPal,Delivered,Standard,Mobile App,,7,4.0,
9882304,321653,2025-01-15,Toys & Games,Outdoor Water Blaster,1,56.5,0,56.5,5.99,9.04,71.53,PayPal,Delivered,Standard,Marketplace,,7,5.0,
1002587,698930,2025-01-15,Toys & Games,Doll House,2,26.12,0,52.24,14.99,3.4,70.63,Credit Card,Delivered,Express,Website,,3,,
9118729,355903,2025-01-15,Sports & Outdoors,Resistance Bands Set,2,140.1,0,280.2,12.99,56.04,349.23,Credit Card,Delivered,Express,Mobile App,,3,,
4258575,388826,2025-01-15,Home & Kitchen,Coffee Maker,1,203.97,0,203.97,0.0,26.52,230.49,Credit Card,Delivered,Free Pickup,Website,,0,5.0,
4085493,782085,2025-01-15,Toys & Games,Outdoor Water Blaster,1,73.14,10,65.83,5.99,5.43,77.25,Credit Card,Delivered,Standard,Website,SUMMER10,7,5.0,
6638164,502006,2025-01-15,Electronics,Streaming Media Player,2,408.76,0,817.52,0.0,163.5,981.02,Gift Card,Delivered,Standard,Website,,7,,
7459737,502006,2025-01-16,Clothing,Cotton T-Shirt,1,57.81,0,57.81,14.99,3.47,76.27,PayPal,Shipped,Express,Website,,3,,
9461661,185715,2025-01-16,Toys & Games,Doll House,1,34.82,30,24.37,0.0,1.46,25.83,Credit Card,Returned,Free Pickup,Website,VIP15,0,,Better Price Found
4472915,330200,2025-01-16,Sports & Outdoors,Insulated Water Bottle,1,98.03,30,68.62,5.99,5.66,80.27,Apple Pay,Delivered,Standard,Website,VIP15,7,5.0,
1728241,282050,2025-01-16,Electronics,Mechanical Keyboard,1,126.24,0,126.24,0.0,7.57,133.81,Credit Card,Delivered,,Website,,7,5.0,
1731530,856071,2025-01-16,Pet Supplies,Dog Bed,1,90.9,0,90.9,12.99,5.45,109.34,Apple Pay,Delivered,Express,Website,,3,4.0,
8426499,670693,2025-01-16,Electronics,Wireless Mouse,1,520.01,5,494.01,0.0,64.22,558.23,Debit Card,Delivered,Standard,Mobile App,VIP15,7,,
3085087,609182,2025-01-16,Electronics,Wireless Mouse,2,740.23,0,1480.46,0.0,88.83,1569.29,Debit Card,Delivered,Standard,Website,,7,,
6297303,276672,2025-01-17,Grocery,Pasta Variety Pack,5,15.98,0,79.9,12.99,10.39,103.28,Debit Card,Delivered,Express,Website,,3,5.0,
7005475,185515,2025-01-17,Home & Kitchen,Cotton Bed Sheets,2,114.14,0,228.28,0.0,0.0,228.28,Credit Card,Returned,Standard,Marketplace,,7,,Defective Item
6341662,488643,2025-01-17,Home & Kitchen,Cotton Bed Sheets,2,249.74,0,499.48,0.0,32.47,531.95,Apple Pay,Returned,Standard,Marketplace,,7,,Not as Described
4855123,145116,2025-01-17,Grocery,Organic Coffee Beans,3,5.73,20,13.75,27.99,2.75,44.49,Credit Card,Delivered,Next-Day,Website,HOLIDAY25,1,,
6638499,281969,2025-01-17,Sports & Outdoors,Camping Tent,4,111.3,20,356.16,0.0,56.99,413.15,Credit Card,Returned,Standard,Mobile App,WELCOME10,7,,Not as Described
4943662,666211,2025-01-17,Toys & Games,Action Figure,4,59.69,0,238.76,0.0,14.33,253.09,Debit Card,Delivered,Standard,Website,,7,5.0,
2083575,720159,2025-01-18,Electronics,Bluetooth Speaker,1,326.38,0,326.38,24.99,26.11,377.48,Credit Card,Delivered,Next-Day,Mobile App,,1,5.0,
3785804,672388,2025-01-18,Toys & Games,Action Figure,2,44.1,0,88.2,24.99,5.29,118.48,Debit Card,Delivered,Next-Day,Website,,1,5.0,
2480431,554597,2025-01-18,Clothing,Running Shoes,2,61.03,0,122.06,0.0,9.76,131.82,Apple Pay,Delivered,Standard,Marketplace,,7,5.0,
5205897,349162,2025-01-18,Toys & Games,Doll House,1,32.76,15,27.85,0.0,1.74,29.59,Apple Pay,Returned,Free Pickup,Website,HOLIDAY25,0,,Not as Described
8516328,321653,2025-01-18,Pet Supplies,Training Treats,4,78.34,0,313.36,0.0,62.67,376.03,Credit Card,Delivered,Standard,Website,,7,5.0,
4661855,969091,2025-01-18,Books,Children's Picture Book,1,15.36,0,15.36,27.99,0.92,44.27,Credit Card,Delivered,Next-Day,Website,,1,3.0,
7483457,133503,2025-01-18,Beauty & Personal Care,Perfume,3,67.44,0,202.32,12.99,32.37,247.68,Gift Card,Delivered,Express,Mobile App,,3,4.0,
5680966,133646,2025-01-18,Grocery,Green Tea Bags,5,18.65,0,93.25,0.0,7.69,100.94,Debit Card,Delivered,Standard,Marketplace,,7,,
2535880,424590,2025-01-19,Grocery,Green Tea Bags,3,22.95,0,68.85,5.99,4.13,78.97,Debit Card,Delivered,Standard,Mobile App,,7,,
3486126,660873,2025-01-19,Clothing,Winter Parka,1,77.99,0,77.99,0.0,12.48,90.47,PayPal,Delivered,Standard,Website,,7,3.0,
4948532,401813,2025-01-19,Grocery,Mixed Nuts Pack,5,17.53,0,87.65,0.0,5.48,93.13,Debit Card,Shipped,Standard,Mobile App,,7,,
1595378,725085,2025-01-20,Sports & Outdoors,Hiking Backpack,1,159.61,0,159.61,0.0,9.98,169.59,Credit Card,Delivered,Standard,Marketplace,,7,5.0,
1517623,504905,2025-01-20,Books,Science Fiction Epic,1,16.98,0,16.98,5.99,1.06,24.03,PayPal,Delivered,Standard,Website,,7,4.0,
3969802,225902,2025-01-20,Electronics,Smartphone Case,1,694.46,0,694.46,0.0,45.14,739.6,Google Pay,Delivered,Free Pickup,Marketplace,,0,,
6844604,588665,2025-01-20,Clothing,Slim Fit Jeans,1,35.46,0,35.46,5.99,4.61,46.06,Credit Card,Delivered,Standard,Website,,7,,
2964354,734020,2025-01-20,Grocery,Protein Bar Box,5,4.18,0,20.9,14.99,1.72,37.61,Debit Card,Delivered,Express,Website,,3,,
1253399,638422,2025-01-20,Clothing,Rain Jacket,1,60.99,25,45.74,5.99,2.74,54.47,Credit Card,Delivered,Standard,Website,WELCOME10,7,,
4606857,427679,2025-01-20,Toys & Games,Action Figure,1,96.34,0,96.34,0.0,6.02,102.36,PayPal,Returned,Standard,Website,,7,,Arrived Late
7244283,303027,2025-01-20,Office Supplies,Desk Organizer,3,27.63,0,82.89,12.99,4.97,100.85,PayPal,Delivered,Express,Marketplace,,3,,
4779191,981939,2025-01-21,Sports & Outdoors,Resistance Bands Set,1,125.03,0,125.03,0.0,7.5,132.53,Credit Card,Cancelled,Free Pickup,Website,,0,,
7122419,310345,2025-01-21,Sports & Outdoors,Fitness Tracker Watch,1,82.65,0,82.65,12.99,4.96,100.6,Credit Card,Delivered,Express,Website,,3,,
5854332,315385,2025-01-21,Beauty & Personal Care,Shampoo & Conditioner Set,1,15.49,0,15.49,5.99,2.48,23.96,Google Pay,Delivered,Standard,Marketplace,,7,,
9682126,821498,2025-01-21,Office Supplies,Notebook Set,1,54.11,0,54.11,5.99,3.25,63.35,Debit Card,Returned,Standard,Website,,7,,Changed Mind
1838132,845025,2025-01-21,Clothing,Women's Yoga Pants,5,79.22,0,396.1,12.99,0.0,409.09,Google Pay,Delivered,Express,Website,,3,,
5652245,104925,2025-01-21,Electronics,4K Smart TV,2,211.9,0,423.8,0.0,34.96,458.76,Credit Card,Delivered,Standard,Website,,7,2.0,
2319939,205361,2025-01-21,Beauty & Personal Care,Electric Toothbrush,2,24.29,30,34.01,14.99,2.72,51.72,Credit Card,Delivered,Express,Mobile App,FREESHIP,3,4.0,
5557304,396628,2025-01-21,Electronics,Bluetooth Speaker,3,1049.91,0,3149.73,0.0,503.96,3653.69,Credit Card,Delivered,Standard,Website,,7,5.0,
